id_estado,id_distrito,id_circuns,diputado_partido,x,y,r,theta,long.ajuste,lat.ajuste,long,lat
21,15,4,MORENA,-97.90009455,18.50606934,0.19926769,337.5,0.184099341,-0.076256444,-97.71599521,18.4298129
21,16,4,PVEM,-97.90009455,18.50606934,0.597803071,360,0.597803071,-1.46E-16,-97.30229148,18.50606934
22,1,5,MORENA,-99.84579641,20.85517606,0.308002381,60,0.15400119,0.266737886,-99.69179522,21.12191395
22,2,5,PVEM,-99.84579641,20.85517606,0.10400119,120,-0.052000595,0.090067673,-99.89779701,20.94524373
22,3,5,PAN,-99.84579641,20.85517606,0.308002381,180,-0.308002381,3.77E-17,-100.1537988,20.85517606
22,4,5,PAN,-99.84579641,20.85517606,0.10400119,240,-0.052000595,-0.090067673,-99.89779701,20.76510839
22,5,5,PRI,-99.84579641,20.85517606,0.258002381,300,0.12900119,-0.223436616,-99.71679522,20.63173944
22,6,5,MORENA,-99.84579641,20.85517606,0.10400119,360,0.10400119,-2.55E-17,-99.74179522,20.85517606
23,1,3,PVEM,-88.12715569,19.5904422,0.361113411,90,2.21E-17,0.361113411,-88.12715569,19.95155561
23,2,3,MORENA,-88.12715569,19.5904422,0.180556706,180,-0.180556706,2.21E-17,-88.3077124,19.5904422
23,3,3,MORENA,-88.12715569,19.5904422,0.361113411,270,-6.64E-17,-0.361113411,-88.12715569,19.22932879
23,4,3,MORENA,-88.12715569,19.5904422,0.180556706,360,0.180556706,-4.42E-17,-87.94659898,19.5904422
24,1,2,MORENA,-100.4165087,22.58545982,0.411700439,51.42857143,0.256691025,0.321880365,-100.1598177,22.90734018
24,2,2,PVEM,-100.4165087,22.58545982,0.205850219,102.8571429,-0.045805983,0.200689125,-100.4623147,22.78614894
